Session,Start,3/8/2018 10:00:46 PM,
BPM,100.0000,
0,24.02619
0,24.24156
0,24.55632
0,26.41189
0,26.69342
0,27.00819
0,28.79739
0,29.07934
0,29.37722
0,31.18299
0,31.46462
0,31.76282
0,33.60172
0,33.86679
0,34.19821
0,36.03703
0,36.28593
0,36.61686
0,38.42263
0,38.68774
0,38.9859
0,40.80822
0,41.0736
0,41.37374
0,43.22921
0,43.54397
0,43.85874
0,45.59824
0,45.88422
0,46.19899
0,48.0545
0,48.30295
0,48.61772
0,50.37379
0,50.63923
0,50.95399
0,52.82565
0,53.09072
0,53.40557
0,55.19469
0,55.44319
0,55.75795
0,57.62999
0,57.89505
0,58.20982
