Session,Start,05/11/2017 19:49:24,
BPM,60.0000,
0,0.01677895
1,0.9665403
2,1.934014
3,2.916771
4,3.999409
5,5.016713
6,6.017826
7,7.067691
8,8.101288
9,9.084863
10,9.98525
11,11.05291
