Session,Start,05/11/2017 19:32:46,
BPM,120.0000,
6,3.016581
7,3.516689
8,4.034535
9,4.534637
10,5.017091
11,5.516718
12,6.000533
13,6.500211
14,6.967
15,7.450263
16,7.934408
17,8.43358
18,8.933695
19,9.417631
20,9.88451
21,10.38414
22,10.83407
23,11.41742
24,11.94919
25,12.48529
26,13.03475
27,13.55153
28,14.00196
29,14.48481
30,14.95194
31,15.4848
32,15.95199
33,16.4691
34,16.96955
35,17.536
36,18.0361
37,18.55169
38,19.03594
39,19.50195
40,20.05239
41,20.48587
42,20.98548
43,21.48574
44,21.96927
45,22.45261
46,22.96924
47,23.5027
TotalNumberOfBeats,48,
NumberOfHits,42,
NumberOfMisses,6,
NumberOfMis-Hits,0,
AverageTimeOffsets,0.04018362,
TimeOffsetsVariance,0.02367336,
Tendency,Early,
