Session,Start,05/11/2017 22:00:23,
BPM,120.0000,
0,0.03310823
1,0.5668211
2,1.0663
3,1.569529
4,2.049572
5,2.533202
6,3.033362
7,3.549192
8,4.017229
9,4.533896
10,5.033533
11,5.567105
TotalNumberOfBeats,48,
NumberOfHits,12,
NumberOfMisses,36,
NumberOfMis-Hits,0,
AverageTimeOffsets,0.04607086,
TimeOffsetsVariance,0.01534903,
Tendency,Late,
