Session,Start,07/15/2017 12:03:02,
BPM,30.0000,
0,13.20445
1,1.689533
2,3.942695
3,6.147571
Session,Start,07/15/2017 12:03:25,
BPM,30.0000,
3,6.111738
4,7.967428
5,9.922293
6,11.94338
7,13.86513
8,16.08503
9,18.15567
10,19.94509
11,22.21602
TotalNumberOfBeats,12,
NumberOfHits,9,
NumberOfMisses,3,
NumberOfMis-Hits,0,
AverageTimeOffsets,0.07879066,
TimeOffsetsVariance,0.02949969,
Tendency,Early,
