Session,Start,3/10/2018 1:44:14 PM,
BPM,100.0000,
0,4.8986
1,5.11567
1,5.463972
1,7.247774
1,7.546034
1,7.828296
1,9.656062
1,9.888
1,10.209
1,12.03522
1,12.30029
1,12.61505
1,14.39126
1,14.65586
1,14.9375
1,16.83505
1,17.08455
1,17.39832
1,19.17829
1,19.45983
1,19.77459
1,21.0867
1,21.62711
1,21.82597
1,22.1076
1,24.00149
1,24.28663
1,24.56826
1,26.40721
1,26.68892
1,26.98726
1,28.78712
1,29.08534
1,29.40034
1,31.21802
1,31.48514
1,31.76394
1,33.60294
1,33.90136
1,34.21981
1,36.06504
1,36.32222
1,36.60588
1,38.41547
1,38.68054
1,38.97874
1,40.84494
1,41.08766
1,41.37949
1,43.16463
1,43.46733
1,43.80439
1,45.61055
1,45.86094
1,46.20884
1,48.03119
1,48.29984
1,48.5982
1,50.42578
1,50.71251
1,51.01481
1,52.80963
1,53.09539
1,53.39916
1,55.1605
1,55.41068
1,55.76474
1,57.59908
1,57.83133
1,58.12995
