Session,Start,3/13/2018 11:48:06 AM,
BPM,100.0000,
0,64.8058
TotalNumberOfBeats,75,
NumberOfHits,0,
NumberOfMisses,0,
NumberOfMis-Hits,0,
AverageTimeOffsets,Infinity,
TimeOffsetsVariance,Infinity,
Tendency,Late,
