Session,Start,05/11/2017 19:24:55,
BPM,60.0000,
0,0
1,0.9488411
2,1.932457
3,2.915319
4,3.899214
5,4.866059
6,5.93273
7,6.9333
8,7.982549
9,8.997973
10,9.982433
11,10.98325
12,11.99923
13,13.01716
14,14.01739
15,14.96743
16,15.96516
17,16.98195
18,18.00098
19,19.01833
20,20.05199
21,21.05106
22,22.0525
23,23.08541
TotalNumberOfBeats,24,
NumberOfHits,24,
NumberOfMisses,0,
NumberOfMis-Hits,0,
AverageTimeOffsets,0.03839624,
TimeOffsetsVariance,0.02703965,
Tendency,Early,
