,,
Session,Start,4/9/2019 6:39:35 PM,
Sentence,Help Me,
Phase,0,
Rhythmic,True,
BPM,90.0000,
Onset Error,± 0.1,
Index,Onset_Expected, Onset_Actual, Onset_Diff,
0,2.666667,2.736933,-0.07026577,
1,3.333333,3.316765,0.01656818,
,NaN,5.487334,NaN,
2,7.999999,8.05538,-0.05538082,
3,8.666666,8.750795,-0.08412933,
4,13.33333,13.35655,-0.02321529,
5,14,13.93608,0.06392288,
6,18.66667,18.76109,-0.09442711,
7,19.33333,19.34101,-0.007677078,
,NaN,22.91933,NaN,
OnsetScore,100,
NumberOfHits,8,
NumberOfMisses,0,
NumberOfFalseAlarms,2,
TotalNumberOfBeats,8,
,,
Session,Start,4/9/2019 6:40:01 PM,
Sentence,Help Me,
Phase,1,
Rhythmic,True,
BPM,90.0000,
Onset Error,± 0.1,
Index,Onset_Expected, Onset_Actual, Onset_Diff,
0,2.666667,2.670623,-0.003955841,
1,3.333333,3.317257,0.01607609,
2,7.999999,7.971956,0.02804327,
3,8.666666,8.601646,0.06501961,
4,13.33333,13.29028,0.04305172,
5,14,13.9858,0.0141983,
6,18.66667,18.69093,-0.0242672,
7,19.33333,19.32028,0.01304817,
,NaN,22.18616,NaN,
OnsetScore,100,
NumberOfHits,8,
NumberOfMisses,0,
NumberOfFalseAlarms,1,
TotalNumberOfBeats,8,
,,
Session,Start,4/9/2019 6:40:26 PM,
Sentence,Help Me,
Phase,2,
Rhythmic,True,
BPM,90.0000,
Onset Error,± 0.1,
Index,Onset_Expected, Onset_Actual, Onset_Diff,
0,2.666667,2.637619,0.02904725,
1,3.333333,NaN,NaN,
,NaN,3.433467,NaN,
2,7.999999,7.972056,0.02794266,
3,8.666666,NaN,NaN,
,NaN,8.932745,NaN,
4,13.33333,13.40608,-0.07274532,
,NaN,13.88614,NaN,
5,14,NaN,NaN,
6,18.66667,NaN,NaN,
7,19.33333,NaN,NaN,
,NaN,26.60934,NaN,
OnsetScore,37.5,
NumberOfHits,3,
NumberOfMisses,5,
NumberOfFalseAlarms,4,
TotalNumberOfBeats,8,
