Session,Start,2/28/2018 1:24:16 PM,
BPM,100.0000,
TotalNumberOfBeats,12,
NumberOfHits,0,
NumberOfMisses,12,
NumberOfMis-Hits,0,
AverageTimeOffsets,NaN,
TimeOffsetsVariance,NaN,
Tendency,Early,
