Session,Start,05/11/2017 20:22:02,
BPM,120.0000,
TotalNumberOfBeats,48,
NumberOfHits,0,
NumberOfMisses,48,
NumberOfMis-Hits,0,
AverageTimeOffsets,NaN,
TimeOffsetsVariance,NaN,
Tendency,Early,
