Session,Start,11/5/2017 8:36:27 PM,
BPM,0.0000,
Session,Start,11/5/2017 8:36:52 PM,
BPM,30.0000,
TotalNumberOfBeats,12,
NumberOfHits,0,
NumberOfMisses,12,
NumberOfMis-Hits,0,
AverageTimeOffsets,NaN,
TimeOffsetsVariance,NaN,
Tendency,Early,
Session,Start,11/5/2017 8:37:33 PM,
BPM,60.0000,
0,7.309335
1,1.010704
2,2.087405
3,3.131102
4,4.224511
5,5.185368
6,6.013702
7,6.941769
8,7.918868
9,8.863883
10,9.906867
11,10.934
12,11.97795
13,13.0214
14,14.04854
15,15.1088
16,16.02006
17,16.981
18,18.0247
20,19.96301
21,20.92393
22,21.90131
23,22.99471
TotalNumberOfBeats,24,
NumberOfHits,23,
NumberOfMisses,1,
NumberOfMis-Hits,0,
AverageTimeOffsets,0.3287302,
TimeOffsetsVariance,0.2321572,
Tendency,Early,
Session,Start,11/5/2017 8:38:11 PM,
BPM,0.0000,
0,0
0,0.5135667
0,1.027612
0,1.557267
0,2.120533
0,2.650667
0,3.213933
0,3.760634
0,4.307333
0,4.870704
0,5.400734
0,5.964001
0,6.5107
0,7.057401
