Session,Start,3/2/2018 1:35:11 PM,
BPM,100.0000,
TotalNumberOfBeats,12,
NumberOfHits,0,
NumberOfMisses,12,
NumberOfMis-Hits,0,
AverageTimeOffsets,NaN,
TimeOffsetsVariance,NaN,
Tendency,Early,
